iter	thetaS	mu	kappa	phi	moveType	accepted	likelihood	alpha	nblocks	nrblocks	param0	param1	omega0	rho0
28390	5.20929e-11	2.67439e-11	57.293	0	2	0	-6059.93	-0.638555	1	1	0	4.96429e+07	8.06681e+07	inf
28400	2.93883e-11	2.43278e-11	35.0908	0	7	0	-6060.69	-1.45878	1	1	17.0433	inf	6.11092e+07	inf
28410	1.99179e-11	3.89658e-11	14.1785	0	2	1	-6059	2.78705	1	1	0	1.09734e+08	1.09734e+08	inf
28420	1.58256e-11	3.89658e-11	11.0269	0	8	0	-6060.68	-nan	1	1	0	inf	5.84568e+08	inf
28430	1.58256e-11	3.89658e-11	11.0269	0	8	0	-6058.9	-nan	1	1	0	inf	3.31679e+08	inf
28440	1.7339e-11	3.89658e-11	12.1924	0	8	0	-6059.1	-nan	1	1	0	inf	3.31679e+08	inf
28450	1.68806e-11	3.79355e-11	12.1924	0	6	0	-6063.79	-3.45411	1	1	7.73654e-11	inf	4.19891e+08	inf
28460	1.68806e-11	3.79355e-11	12.1924	0	7	0	-6060.31	-0.928077	1	1	22.363	2.72796e+08	2.72796e+08	inf
28470	2.08244e-11	3.79355e-11	15.3123	0	8	0	-6059.16	-nan	1	1	0	inf	2.72796e+08	inf
28480	1.35248e-11	4.41805e-11	8.02544	0	8	0	-6058.49	-nan	1	1	0	inf	2.72796e+08	inf
28490	1.22693e-11	4.00793e-11	8.02544	0	6	1	-6058.47	-0.129703	1	1	4.00793e-11	1.52459e+08	2.72796e+08	inf
28500	2.00571e-11	8.35526e-11	6.04265	0	7	1	-6058.93	0.12826	1	1	6.04265	inf	2.72796e+08	inf
28510	2.58149e-11	1.45459e-10	4.16461	0	6	1	-6058.66	0.0858313	1	1	1.45459e-10	inf	7.62545e+07	inf
28520	3.08313e-11	1.45459e-10	5.19954	0	2	0	-6059.35	-1.16021	1	1	0	4.06985e+07	6.5165e+07	inf
28530	5.1248e-11	1.19121e-10	11.7494	0	7	1	-6059.22	-0.00064577	1	1	11.7494	inf	1.19653e+08	inf
28540	4.52866e-11	3.02673e-10	3.32883	0	2	1	-6058.47	0.133358	1	1	0	6.81558e+07	6.81558e+07	inf
28550	9.28316e-11	6.50953e-10	3.11835	0	6	0	-6064.05	-3.94965	1	1	1.47597e-09	inf	5.99083e+07	inf
28560	1.43723e-10	7.9236e-10	4.28203	0	8	0	-6060.71	-nan	1	1	0	inf	5.96025e+07	inf
28570	6.97778e-11	7.9236e-10	1.48146	0	8	0	-6059.48	-nan	1	1	0	inf	6.24665e+07	inf
28580	1.09001e-10	1.23776e-09	1.48146	0	2	1	-6059.52	-0.147972	1	1	0	4.08185e+07	4.08185e+07	inf
28590	1.63627e-10	1.85807e-09	1.48146	0	8	0	-6062.64	-nan	1	1	0	inf	5.39924e+07	inf
28600	2.31349e-10	1.85807e-09	2.57523	0	8	0	-6064.38	-nan	1	1	0	inf	5.39924e+07	inf
28610	1.73963e-10	1.39718e-09	2.57523	0	8	0	-6061.96	-nan	1	1	0	inf	5.39924e+07	inf
28620	1.68069e-10	1.39718e-09	2.44862	0	2	0	-6064.27	-1.89141	1	1	0	7.26994e+07	5.65349e+07	inf
28630	7.19985e-11	5.57957e-10	2.71115	0	6	1	-6058.76	0.0620804	1	1	5.57957e-10	inf	5.65349e+07	inf
28640	8.73324e-11	5.52878e-10	3.57903	0	6	0	-6058.9	-1.20394	1	1	2.13058e-10	inf	4.80241e+07	inf
28650	3.71006e-11	4.33348e-10	1.40795	0	7	0	-6059.44	-0.78195	1	1	0.988483	2.2299e+07	5.81611e+07	inf
28660	3.01466e-11	4.33348e-10	0.926386	0	2	0	-6065.2	-4.09466	1	1	0	3.41673e+08	1.51407e+08	inf
28670	2.97592e-11	4.33348e-10	0.899556	0	8	0	-6060.41	-nan	1	1	0	inf	1.57016e+08	inf
28680	3.2225e-11	3.52038e-10	1.58575	0	2	1	-6058.93	0.33081	1	1	0	9.51031e+07	9.51031e+07	inf
28690	1.43281e-10	7.25437e-10	4.76593	0	7	1	-6059.31	-0.0625658	1	1	4.76593	4.31393e+07	4.31393e+07	inf
28700	9.54834e-11	7.25437e-10	2.78864	0	6	0	-6059.2	-1.4957	1	1	3.18821e-10	inf	3.16457e+07	inf
28710	1.93772e-10	1.12413e-09	4.01161	0	2	1	-6058.49	-0.435174	1	1	0	1.2499e+07	1.2499e+07	inf
28720	1.74674e-10	1.01334e-09	4.01161	0	8	0	-6058.56	-nan	1	1	0	inf	1.2499e+07	inf
28730	1.82515e-10	1.10906e-09	3.77734	0	2	0	-6059.46	-1.61802	1	1	0	6.26534e+06	1.2499e+07	inf
28740	1.15257e-10	7.0036e-10	3.77734	0	2	1	-6059.11	-0.0692398	1	1	0	1.21667e+07	1.21667e+07	inf
28750	2.15916e-10	1.31201e-09	3.77734	0	7	0	-6059.37	-1.91668	1	1	1.40649	inf	1.27725e+07	inf
28760	3.0068e-10	1.82709e-09	3.77734	0	2	1	-6058.44	-0.238478	1	1	0	9.1742e+06	9.1742e+06	inf
28770	2.83569e-10	1.82709e-09	3.49629	0	8	0	-6060.34	-nan	1	1	0	inf	2.61671e+06	inf
28780	3.11529e-10	2.39463e-09	2.74281	0	7	1	-6058.78	-0.607831	1	1	2.74281	5.88398e+06	5.88398e+06	inf
28790	7.4437e-10	2.59827e-09	7.43608	0	6	1	-6058.84	0.190983	1	1	2.59827e-09	2.5397e+06	2.5397e+06	inf
28800	1.61039e-09	5.62118e-09	7.43608	0	6	0	-6063.46	-3.57631	1	1	1.30859e-08	3.60951e+06	3.60951e+06	inf
28810	3.01154e-09	5.62118e-09	14.9163	0	2	1	-6059.03	1.73717	1	1	0	1.74962e+06	1.74962e+06	inf
28820	3.44292e-09	6.42638e-09	14.9163	0	8	0	-6059.27	-nan	1	1	0	inf	1.74962e+06	inf
28830	2.1537e-09	3.4986e-09	17.3123	0	7	1	-6058.84	0.533115	1	1	17.3123	inf	1.74962e+06	inf
28840	1.15081e-09	2.01499e-09	15.978	0	8	0	-6058.89	-nan	1	1	0	inf	3.97543e+06	inf
28850	8.91295e-10	3.05751e-09	7.58682	0	6	1	-6058.79	0.0836356	1	1	3.05751e-09	5.74061e+06	5.74061e+06	inf
28860	1.36317e-09	2.36101e-09	16.1653	0	8	0	-6058.8	-nan	1	1	0	inf	2.79968e+06	inf
28870	1.76659e-09	3.05973e-09	16.1653	0	8	0	-6058.82	-nan	1	1	0	inf	2.27934e+06	inf
28880	2.86006e-09	1.93524e-09	43.1895	0	6	1	-6060.09	-0.101504	1	1	1.93524e-09	3.47348e+06	2.27934e+06	inf
28890	1.66029e-09	1.12343e-09	43.1895	0	2	1	-6059.52	0.0371613	1	1	0	2.37976e+06	2.37976e+06	inf
28900	1.53254e-09	1.75624e-09	25.026	0	2	1	-6059.68	-0.175171	1	1	0	4.2017e+06	4.2017e+06	inf
28910	5.21683e-10	1.75624e-09	7.75296	0	8	0	-6058.68	-nan	1	1	0	inf	4.2017e+06	inf
28920	6.96463e-10	1.13411e-09	17.2679	0	7	0	-6060.91	-1.23357	1	1	29.7935	inf	7.75229e+06	inf
28930	9.86369e-10	1.13411e-09	24.9391	0	7	0	-6060.27	-0.190853	1	1	26.8134	inf	7.37424e+06	inf
28940	4.38094e-10	1.23446e-09	9.48877	0	2	1	-6058.55	0.148376	1	1	0	8.73792e+06	8.73792e+06	inf
28950	4.38094e-10	1.23446e-09	9.48877	0	2	1	-6058.71	0.280736	1	1	0	1.06991e+07	1.06991e+07	inf
28960	7.85626e-10	1.37569e-09	15.9766	0	6	1	-6060	-0.321254	1	1	1.37569e-09	5.61544e+06	9.86108e+06	inf
28970	1.15661e-09	1.37569e-09	24.0693	0	7	1	-6059.09	1.09038	1	1	24.0693	2.68415e+06	2.68415e+06	inf
28980	8.68583e-10	1.32809e-09	18.4653	0	2	1	-6059.22	-0.498889	1	1	0	2.42765e+06	2.42765e+06	inf
28990	1.72933e-09	1.32809e-09	37.9147	0	7	1	-6059.52	-0.0532799	1	1	37.9147	1.58985e+06	1.58985e+06	inf
29000	4.5946e-09	1.53789e-09	88.4958	0	2	0	-6063.95	-1.99148	1	1	0	2.91274e+06	1.87745e+06	inf
29010	2.98129e-09	1.53789e-09	57.0143	0	8	0	-6059.95	-nan	1	1	0	inf	1.7614e+06	inf
29020	2.10315e-09	1.0849e-09	57.0143	0	8	0	-6059.75	-nan	1	1	0	inf	1.7614e+06	inf
29030	1.01906e-09	1.67625e-09	17.0828	0	6	1	-6059.01	-0.269695	1	1	1.67625e-09	2.37898e+06	2.37898e+06	inf
29040	2.04826e-09	2.38906e-09	24.5676	0	7	1	-6059.08	0.00763729	1	1	24.5676	1.91687e+06	1.91687e+06	inf
29050	1.4857e-09	1.7329e-09	24.5676	0	6	1	-6059.31	0.369748	1	1	1.7329e-09	inf	3.56484e+06	inf
29060	8.19336e-10	1.15711e-09	20.0882	0	6	0	-6059.07	-0.575505	1	1	5.36518e-10	1.10066e+07	6.79256e+06	inf
29070	5.38096e-10	1.15711e-09	12.7942	0	8	0	-6060.16	-nan	1	1	0	inf	1.52928e+07	inf
29080	1.5742e-10	6.70177e-10	5.88778	0	2	0	-6058.51	-0.498425	1	1	0	1.54514e+07	2.40502e+07	inf
29090	2.04944e-10	6.70177e-10	8.01586	0	2	1	-6059.3	-0.290511	1	1	0	3.14251e+07	3.14251e+07	inf
29100	1.94774e-10	6.3692e-10	8.01586	0	2	1	-6058.49	-0.089648	1	1	0	1.51833e+07	1.51833e+07	inf
29110	9.56501e-11	6.3692e-10	3.34544	0	7	1	-6058.86	-1.25996	1	1	3.34544	3.17486e+07	1.73912e+07	inf
29120	2.63005e-10	1.75131e-09	3.34544	0	6	1	-6058.81	0.570535	1	1	1.75131e-09	inf	1.73912e+07	inf
29130	3.06265e-10	2.03937e-09	3.34544	0	2	1	-6058.5	-0.160551	1	1	0	8.02812e+06	8.02812e+06	inf
29140	1.71818e-09	2.10148e-09	23.3749	0	8	0	-6060.11	-nan	1	1	0	inf	4.43715e+06	inf
29150	2.08275e-09	4.49077e-09	12.7567	0	2	1	-6059.37	-1.4825	1	1	0	762613	762613	inf
29160	6.38142e-09	5.56939e-09	33.2238	0	2	1	-6059.38	-0.48287	1	1	0	448262	448262	inf
29170	1.13097e-08	5.56939e-09	59.7788	0	7	1	-6059.93	0.0426937	1	1	59.7788	inf	443092	inf
29180	1.51865e-08	7.47853e-09	59.7788	0	2	0	-6062.32	-2.35667	1	1	0	46968.5	99490.3	inf
29190	1.81509e-08	8.93831e-09	59.7788	0	8	0	-6059.79	-nan	1	1	0	inf	196270	inf
29200	2.21352e-08	1.09004e-08	59.7788	0	6	1	-6059.8	0.202425	1	1	1.09004e-08	inf	184334	inf
29210	6.27542e-08	1.76769e-08	105.375	0	6	1	-6061.06	-0.233196	1	1	1.76769e-08	113388	113388	inf
29220	6.27542e-08	1.76769e-08	105.375	0	2	1	-6060.57	1.27329	1	1	0	89252.6	89252.6	inf
29230	2.1983e-08	8.73078e-09	74.3994	0	8	0	-6060.49	-nan	1	1	0	inf	89252.6	inf
29240	2.1983e-08	8.73078e-09	74.3994	0	8	0	-6060.15	-nan	1	1	0	inf	234250	inf
29250	1.31927e-08	5.63001e-09	69.1599	0	2	0	-6063.5	-2.37402	1	1	0	979110	479446	inf
29260	7.89062e-09	3.2562e-09	71.56	0	7	1	-6060.59	0.0556999	1	1	71.56	inf	226449	inf
29270	1.35294e-08	7.2761e-09	54.6398	0	8	0	-6059.76	-nan	1	1	0	inf	226449	inf
29280	1.11404e-08	6.01041e-09	54.462	0	2	1	-6060.39	-0.261154	1	1	0	155520	155520	inf
29290	7.20189e-09	6.65201e-09	31.3291	0	7	1	-6059.55	-0.388792	1	1	31.3291	inf	313680	inf
29300	7.48184e-09	1.04087e-08	20.4099	0	2	0	-6070.55	-8.17928	1	1	0	3.31698e+06	1.41812e+06	inf
29310	5.84745e-09	4.59853e-09	36.9988	0	2	1	-6061.82	-1.52254	1	1	0	1.81476e+06	1.81476e+06	inf
29320	2.34336e-09	3.58774e-09	18.4398	0	2	0	-6059.24	-0.566695	1	1	0	883167	1.17634e+06	inf
29330	2.07984e-09	3.58774e-09	16.2356	0	7	1	-6059.03	-0.150922	1	1	16.2356	652432	1.10985e+06	inf
29340	4.9942e-09	3.58774e-09	40.6127	0	8	0	-6059.87	-nan	1	1	0	inf	415450	inf
29350	1.19163e-08	8.56043e-09	40.6127	0	8	0	-6059.67	-nan	1	1	0	inf	440855	inf
29360	1.69856e-08	1.58201e-08	31.0594	0	6	0	-6063.18	-0.32464	1	1	1.66425e-08	740915	740915	inf
29370	1.63291e-08	1.52086e-08	31.0594	0	6	1	-6059.48	0.404322	1	1	1.52086e-08	325018	325018	inf
29380	2.09374e-08	1.95007e-08	31.0594	0	8	0	-6059.26	-nan	1	1	0	inf	191404	inf
29390	9.29142e-09	1.95007e-08	13.1373	0	2	0	-6058.85	-0.60006	1	1	0	260626	402156	inf
29400	1.34809e-08	3.66668e-08	9.8721	0	6	1	-6058.75	0.172524	1	1	3.66668e-08	210026	356179	inf
29410	1.07227e-08	4.4613e-08	6.05155	0	6	1	-6058.82	-0.0775752	1	1	4.4613e-08	1.26516e+06	483849	inf
29420	7.08637e-09	4.4613e-08	3.60548	0	2	1	-6059.21	-0.120242	1	1	0	794702	794702	inf
29430	3.10664e-09	1.95582e-08	3.60548	0	2	0	-6060.27	-0.67636	1	1	0	2.44015e+06	1.90788e+06	inf
29440	6.61106e-09	4.16206e-08	3.60548	0	8	0	-6061.4	-nan	1	1	0	inf	1.41071e+06	inf
29450	1.42971e-08	6.47342e-08	5.4666	0	7	1	-6060.15	-0.417714	1	1	5.4666	553873	553873	inf
29460	8.37484e-09	6.47342e-08	2.72114	0	2	1	-6058.83	-0.83666	1	1	0	208678	208678	inf
29470	2.82846e-08	6.47342e-08	11.951	0	7	1	-6058.79	-0.0122731	1	1	11.951	166820	166820	inf
29480	2.65346e-08	4.48285e-08	16.6019	0	2	1	-6058.86	-0.000923686	1	1	0	161258	161258	inf
29490	8.11903e-08	9.89359e-08	23.4657	0	8	0	-6059.36	-nan	1	1	0	inf	68526.7	inf
29500	3.11456e-08	9.89359e-08	8.28593	0	8	0	-6058.9	-nan	1	1	0	inf	174002	inf
29510	1.49056e-08	7.35095e-08	4.92379	0	8	0	-6058.74	-nan	1	1	0	inf	325271	inf
29520	2.06647e-08	7.35095e-08	7.27491	0	2	1	-6058.64	0.884222	1	1	0	223526	223526	inf
29530	1.89372e-08	7.35095e-08	6.56967	0	2	1	-6058.56	-0.589789	1	1	0	125621	125621	inf
29540	4.12091e-08	7.35095e-08	15.662	0	7	0	-6058.57	-0.333715	1	1	8.22115	inf	111393	inf
29550	1.98861e-08	7.8759e-08	6.41595	0	8	0	-6059.9	-nan	1	1	0	inf	49379.5	inf
29560	1.82028e-08	7.8759e-08	5.77455	0	2	1	-6058.43	0.266138	1	1	0	155725	155725	inf
29570	1.7533e-08	1.13695e-07	3.46654	0	7	1	-6059.35	1.11642	1	1	3.46654	inf	335057	inf
29580	8.45578e-09	5.48324e-08	3.46654	0	2	1	-6058.46	0.303217	1	1	0	383650	383650	inf
29590	1.56576e-08	6.16295e-08	6.46298	0	7	0	-6061.16	-1.60458	1	1	13.887	327258	327258	inf
29600	1.87214e-08	6.16295e-08	7.95486	0	7	1	-6058.67	0.0214569	1	1	7.95486	249557	249557	inf
29610	1.87214e-08	6.16295e-08	7.95486	0	8	0	-6058.67	-nan	1	1	0	inf	249557	inf
29620	2.44054e-08	6.16295e-08	10.7226	0	6	0	-6061.32	-1.77493	1	1	1.30178e-07	201675	201675	inf
29630	1.27038e-08	3.20801e-08	10.7226	0	2	1	-6058.92	-0.0384458	1	1	0	420028	420028	inf
29640	1.27038e-08	3.20801e-08	10.7226	0	8	0	-6058.59	-nan	1	1	0	inf	249460	inf
29650	1.19765e-08	5.67387e-08	5.17319	0	8	0	-6058.92	-nan	1	1	0	inf	136723	inf
29660	1.19765e-08	5.67387e-08	5.17319	0	8	0	-6058.92	-nan	1	1	0	inf	136723	inf
29670	1.19765e-08	5.67387e-08	5.17319	0	2	1	-6058.87	0.0913108	1	1	0	142025	142025	inf
29680	2.50919e-08	5.67387e-08	12.1101	0	2	1	-6059.47	-0.116893	1	1	0	268339	268339	inf
29690	1.39134e-08	3.14615e-08	12.1101	0	7	0	-6058.53	-0.516494	1	1	5.73267	327731	327731	inf
29700	2.32062e-08	3.14615e-08	20.974	0	8	0	-6059.24	-nan	1	1	0	inf	232011	inf
29710	2.51587e-08	2.23466e-08	32.6247	0	7	0	-6061.06	-0.7068	1	1	41.0777	inf	284461	inf
29720	2.06401e-08	2.96854e-08	19.7042	0	6	1	-6059.35	-0.0779924	1	1	2.96854e-08	inf	284461	inf
29730	1.74559e-08	1.09483e-08	46.686	0	2	1	-6059.87	-0.92719	1	1	0	131100	131100	inf
29740	1.42848e-08	1.09483e-08	37.9939	0	2	1	-6059.42	0.426639	1	1	0	283248	283248	inf
29750	1.82675e-08	1.09483e-08	48.9108	0	7	1	-6059.62	0.00563981	1	1	48.9108	inf	211872	inf
29760	8.78913e-09	5.26759e-09	48.9108	0	6	1	-6059.63	-0.186837	1	1	5.26759e-09	inf	383229	inf
29770	8.78913e-09	5.26759e-09	48.9108	0	2	1	-6059.62	0.135548	1	1	0	448149	448149	inf
29780	1.667e-08	1.20898e-08	40.2177	0	2	1	-6059.62	-0.448378	1	1	0	154371	154371	inf
29790	3.9569e-08	3.03283e-08	37.992	0	7	1	-6059.41	-0.00578923	1	1	37.992	90056.2	90056.2	inf
29800	6.47054e-08	3.03283e-08	62.8643	0	2	1	-6060.05	-0.752648	1	1	0	38460.7	38460.7	inf
29810	1.01791e-07	4.77108e-08	62.8643	0	8	0	-6059.91	-nan	1	1	0	inf	28999.2	inf
29820	8.01877e-08	4.81655e-08	48.8	0	6	1	-6059.84	-0.141583	1	1	4.81655e-08	inf	30386.2	inf
29830	3.07028e-08	1.84419e-08	48.8	0	6	1	-6061.47	-2.60278	1	1	1.84419e-08	30779.3	30779.3	inf
29840	4.65699e-08	3.14581e-08	43.2644	0	8	0	-6060	-nan	1	1	0	inf	42217.5	inf
29850	2.85944e-08	3.14581e-08	26.1165	0	7	1	-6060.03	-0.398806	1	1	26.1165	254419	254419	inf
29860	1.66102e-08	1.82737e-08	26.1165	0	2	1	-6059.45	-0.769039	1	1	0	130672	130672	inf
29870	5.34138e-08	1.82737e-08	86.5568	0	2	1	-6060.12	0.681657	1	1	0	73485	73485	inf
29880	5.90745e-08	3.71455e-08	46.5648	0	2	1	-6059.92	0.128213	1	1	0	97843.6	97843.6	inf
29890	1.17004e-07	3.71455e-08	93.3657	0	8	0	-6060.5	-nan	1	1	0	inf	49165	inf
29900	8.6276e-08	3.71455e-08	68.5407	0	7	1	-6060.12	-0.164782	1	1	68.5407	inf	61890.1	inf
29910	8.6276e-08	3.71455e-08	68.5407	0	8	0	-6063.39	-nan	1	1	0	inf	147628	inf
29920	8.26703e-08	3.73506e-08	65.261	0	8	0	-6065.27	-nan	1	1	0	inf	194253	inf
29930	7.49398e-08	3.38579e-08	65.261	0	8	0	-6063.79	-nan	1	1	0	inf	180250	inf
29940	1.41971e-08	3.38579e-08	11.4222	0	2	1	-6059.01	0.624211	1	1	0	390749	390749	inf
29950	6.98705e-09	3.38579e-08	5.03163	0	7	1	-6058.43	-0.241949	1	1	5.03163	inf	390749	inf
29960	9.02097e-09	3.38579e-08	6.83438	0	6	0	-6061.8	-2.14579	1	1	6.43829e-08	635445	635445	inf
29970	8.30647e-09	5.44648e-08	3.41551	0	2	0	-6061.58	-1.99736	1	1	0	1.14255e+06	593877	inf
29980	7.06453e-09	5.44648e-08	2.73121	0	7	0	-6062.86	-2.21021	1	1	6.64004	inf	882423	inf
29990	6.4359e-09	4.89882e-08	2.78127	0	8	0	-6059.37	-nan	1	1	0	inf	859528	inf
30000	5.5026e-09	4.81925e-08	2.2652	0	2	0	-6064.53	-4.10527	1	1	0	2.23634e+06	1.02958e+06	inf
30010	1.757e-08	9.83111e-08	4.202	0	7	1	-6059.8	-0.154949	1	1	4.202	398398	398398	inf
30020	1.03374e-08	5.70874e-08	4.27288	0	6	0	-6058.68	-0.882948	1	1	2.66961e-08	inf	398398	inf
30030	1.26385e-08	6.97949e-08	4.27288	0	8	0	-6058.68	-nan	1	1	0	inf	359338	inf
30040	1.25256e-08	6.97949e-08	4.22432	0	7	1	-6058.67	-0.00236846	1	1	4.22432	inf	359338	inf
30050	1.30451e-08	7.26897e-08	4.22432	0	2	1	-6058.43	0.71071	1	1	0	258029	258029	inf
30060	7.25211e-09	4.67515e-08	3.49382	0	6	1	-6058.45	-0.0162679	1	1	4.67515e-08	inf	394619	inf
30070	7.75484e-09	4.67515e-08	3.81652	0	7	0	-6058.55	-0.307169	1	1	2.73478	inf	521516	inf
30080	7.90399e-09	4.67515e-08	3.91226	0	8	0	-6058.59	-nan	1	1	0	inf	521516	inf
30090	4.77086e-09	2.82193e-08	3.91226	0	2	1	-6059	-0.0964881	1	1	0	1.10811e+06	1.10811e+06	inf
30100	4.77086e-09	2.82193e-08	3.91226	0	8	0	-6059	-nan	1	1	0	inf	1.10811e+06	inf
30110	6.95792e-09	2.69641e-08	6.58251	0	8	0	-6059.69	-nan	1	1	0	inf	1.03771e+06	inf
30120	8.93722e-09	2.69641e-08	8.78538	0	8	0	-6058.52	-nan	1	1	0	inf	414852	inf
30130	9.31373e-09	2.69641e-08	9.20442	0	2	1	-6059.53	-0.430501	1	1	0	748180	748180	inf
30140	9.87646e-09	3.35734e-08	7.66683	0	6	0	-6059.19	-1.6373	1	1	1.29658e-08	393199	393199	inf
30150	6.99424e-09	2.37757e-08	7.66683	0	2	0	-6066.24	-5.83253	1	1	0	2.51209e+06	971247	inf
30160	7.76068e-09	2.68689e-08	7.50656	0	6	1	-6059.82	-0.295577	1	1	2.68689e-08	inf	971247	inf
30170	8.04956e-09	2.68689e-08	7.82922	0	2	1	-6058.7	-0.803635	1	1	0	269900	269900	inf
30180	1.75517e-08	5.49233e-08	8.42881	0	6	0	-6060.28	-1.0031	1	1	9.79785e-08	inf	269900	inf
30190	2.40629e-08	9.25493e-08	6.64124	0	8	0	-6059.44	-nan	1	1	0	inf	278647	inf
30200	2.43737e-08	9.37449e-08	6.64124	0	7	0	-6060.87	-0.991581	1	1	9.83376	inf	278647	inf
30210	1.03478e-08	3.97992e-08	6.64124	0	2	1	-6058.61	0.813743	1	1	0	215852	215852	inf
30220	1.35241e-08	5.20155e-08	6.64124	0	6	0	-6059.86	-0.598891	1	1	1.19862e-07	inf	242455	inf
30230	7.21165e-09	2.77371e-08	6.64124	0	2	0	-6060.39	-1.14504	1	1	0	1.18282e+06	578323	inf
30240	4.65709e-09	3.54089e-08	2.78568	0	8	0	-6058.57	-nan	1	1	0	inf	509091	inf
30250	3.5549e-08	1.54681e-07	5.73557	0	6	1	-6060.13	-0.840147	1	1	1.54681e-07	inf	223234	inf
30260	2.97156e-08	1.54681e-07	4.60383	0	2	1	-6058.47	-0.228633	1	1	0	84171	84171	inf
30270	4.04578e-08	1.54681e-07	6.68791	0	8	0	-6060.62	-nan	1	1	0	inf	220976	inf
30280	1.89273e-08	1.42023e-07	2.83806	0	2	1	-6060.17	-0.89962	1	1	0	368945	368945	inf
30290	1.35448e-08	1.44192e-07	1.6577	0	6	1	-6060.29	-0.597467	1	1	1.44192e-07	inf	444507	inf
30300	1.35448e-08	1.44192e-07	1.6577	0	8	0	-6058.85	-nan	1	1	0	inf	199288	inf
30310	1.5021e-08	1.54697e-07	1.75264	0	2	0	-6064.25	-3.03978	1	1	0	745428	449227	inf
30320	2.82269e-08	9.53611e-08	7.72158	0	7	1	-6058.51	1.27698	1	1	7.72158	80280.6	98161.3	inf
30330	1.1962e-08	5.17234e-08	5.77899	0	2	0	-6059.89	-1.68085	1	1	0	80860.6	149381	inf
30340	3.37261e-08	9.76802e-08	9.20016	0	7	1	-6058.52	-0.0768245	1	1	9.20016	inf	94031.5	inf
30350	3.34769e-08	9.9941e-08	8.89095	0	2	0	-6058.7	-0.514233	1	1	0	68079.4	94031.5	inf
30360	5.24649e-08	2.2861e-07	5.72579	0	7	1	-6058.42	-0.26252	1	1	5.72579	inf	55647.4	inf
30370	1.16139e-07	2.2861e-07	14.0843	0	7	1	-6058.87	-0.0188982	1	1	14.0843	inf	40945.8	inf
30380	9.23409e-08	1.07838e-07	24.5358	0	8	0	-6059.11	-nan	1	1	0	inf	33215.2	inf
30390	1.18094e-07	1.07838e-07	31.7026	0	7	1	-6059.26	0.164994	1	1	31.7026	40470.1	30587.4	inf
30400	6.16621e-08	5.63068e-08	31.7026	0	2	0	-6061.26	-2.37371	1	1	0	14197.5	32372.8	inf
30410	1.01829e-07	5.63068e-08	53.1105	0	2	0	-6063.55	-2.68464	1	1	0	130987	56915.5	inf
30420	1.24004e-07	5.04974e-08	72.5323	0	6	1	-6060.71	-0.237923	1	1	5.04974e-08	110524	56915.5	inf
30430	1.55873e-07	4.35321e-08	106.293	0	2	1	-6060.34	0.839367	1	1	0	27874.5	27874.5	inf
30440	1.07777e-07	4.35321e-08	73.1371	0	2	0	-6061.83	-2.6386	1	1	0	8821.56	23421.1	inf
30450	2.6205e-08	1.21525e-08	63.5501	0	6	1	-6062.64	-1.01614	1	1	1.21525e-08	inf	24437	inf
30460	2.6205e-08	1.21525e-08	63.5501	0	8	0	-6062.32	-nan	1	1	0	inf	27838.9	inf
30470	7.80978e-08	3.58469e-08	64.2193	0	2	1	-6059.91	0.657451	1	1	0	39288.6	39288.6	inf
30480	2.31029e-08	9.1272e-09	74.7996	0	6	1	-6060.78	-1.06557	1	1	9.1272e-09	70786	70786	inf
30490	3.44063e-08	2.13174e-08	47.2744	0	7	1	-6059.68	-0.0437452	1	1	47.2744	82693.3	82693.3	inf
30500	1.54179e-08	2.13174e-08	20.5434	0	2	0	-6060.35	-1.35391	1	1	0	73174.8	119125	inf
30510	2.08681e-08	2.8853e-08	20.5434	0	6	1	-6059.11	0.127499	1	1	2.8853e-08	123140	236459	inf
30520	5.57397e-08	7.70677e-08	20.5434	0	6	1	-6062.99	-1.81034	1	1	7.70677e-08	552382	236459	inf
30530	3.55084e-08	7.70677e-08	12.6654	0	7	1	-6060.25	2.40275	1	1	12.6654	278351	236459	inf
30540	3.40465e-08	1.68955e-07	4.88601	0	2	1	-6058.44	0.0834148	1	1	0	106996	106996	inf
30550	6.19499e-08	1.51504e-07	11.1097	0	2	0	-6063.17	-3.05593	1	1	0	216912	106996	inf
30560	7.80658e-08	1.83524e-07	11.604	0	6	1	-6059.29	-0.206628	1	1	1.83524e-07	80881	80881	inf
30570	4.04742e-08	7.79941e-08	14.4119	0	6	1	-6058.74	-0.0414898	1	1	7.79941e-08	194471	95613.4	inf
30580	3.89924e-08	3.1896e-08	35.5251	0	8	0	-6059.35	-nan	1	1	0	inf	95613.4	inf
30590	4.70966e-08	7.5153e-08	17.6451	0	2	0	-6062.24	-2.07885	1	1	0	253900	141826	inf
30600	3.06538e-08	7.5153e-08	11.0792	0	2	1	-6060.07	-0.76971	1	1	0	263617	263617	inf
30610	3.06538e-08	7.5153e-08	11.0792	0	2	1	-6058.76	0.0148273	1	1	0	154230	154230	inf
30620	3.06538e-08	7.5153e-08	11.0792	0	2	0	-6060.91	-2.36349	1	1	0	23370	50735.6	inf
30630	9.11139e-08	1.03129e-07	25.3521	0	7	1	-6059.19	0.350875	1	1	25.3521	inf	50735.6	inf
30640	2.68188e-07	1.6707e-07	47.0117	0	6	1	-6060.98	-0.704986	1	1	1.6707e-07	31901.3	31901.3	inf
