iter	thetaS	mu	kappa	phi	moveType	accepted	likelihood	alpha	nblocks	nrblocks	param0	param1	omega0	rho0
51630	4.53714e-06	7.10079e-06	18.0138	0	8	0	-6059.92	-nan	1	1	0	inf	1645.39	inf
51640	4.53714e-06	7.10079e-06	18.0138	0	2	0	-6059.31	-1.1716	1	1	0	428.384	914.919	inf
51650	1.3999e-06	2.04228e-06	19.4092	0	6	1	-6059.62	-0.850102	1	1	2.04228e-06	inf	1170.98	inf
51660	2.11994e-06	3.09273e-06	19.4092	0	6	1	-6059.02	0.337534	1	1	3.09273e-06	829.523	2188.08	inf
51670	1.13643e-06	1.07329e-06	30.6137	0	6	1	-6059.29	0.000413676	1	1	1.07329e-06	3887.21	3887.21	inf
51680	5.84963e-07	1.19853e-06	13.4855	0	8	0	-6059.11	-nan	1	1	0	inf	9699.87	inf
51690	2.35702e-07	7.10669e-07	8.7918	0	6	1	-6058.7	-0.716952	1	1	7.10669e-07	inf	9699.87	inf
51700	6.6751e-07	2.01262e-06	8.7918	0	8	0	-6059.21	-nan	1	1	0	inf	9345.68	inf
51710	7.51304e-07	1.98725e-06	10.1842	0	6	1	-6059.48	0.0257847	1	1	1.98725e-06	9107.38	9107.38	inf
51720	7.51304e-07	1.98725e-06	10.1842	0	2	1	-6058.65	-0.075005	1	1	0	3514.16	3514.16	inf
51730	7.51304e-07	1.98725e-06	10.1842	0	8	0	-6058.63	-nan	1	1	0	inf	5619.55	inf
51740	1.04304e-06	1.98725e-06	14.5897	0	2	1	-6059.33	0.274582	1	1	0	5975.19	5975.19	inf
51750	7.47957e-07	1.63277e-06	12.5859	0	2	1	-6059.42	-0.24848	1	1	0	8796.76	8796.76	inf
51760	3.07119e-07	6.7043e-07	12.5859	0	2	0	-6059.3	-1.30753	1	1	0	5401.51	10557	inf
51770	3.60855e-07	6.7043e-07	14.9912	0	2	0	-6059.2	-1.21371	1	1	0	5291.88	13707.2	inf
51780	4.92113e-07	9.14296e-07	14.9912	0	8	0	-6058.87	-nan	1	1	0	inf	9428.65	inf
51790	4.92113e-07	9.14296e-07	14.9912	0	8	0	-6058.75	-nan	1	1	0	inf	7573.68	inf
51800	2.13555e-07	3.96762e-07	14.9912	0	2	1	-6058.77	0.396984	1	1	0	18453.6	18453.6	inf
51810	8.31957e-07	1.07504e-06	22.0627	0	8	0	-6059.52	-nan	1	1	0	inf	7434.29	inf
51820	1.05779e-06	8.46914e-07	36.3207	0	2	1	-6060.11	-0.211516	1	1	0	6530.79	6530.79	inf
51830	7.19165e-07	1.65091e-06	11.9115	0	7	0	-6060.8	-1.3133	1	1	24.1	2556.31	6530.79	inf
51840	1.51014e-06	3.46975e-06	11.8998	0	2	0	-6059.56	-1.90495	1	1	0	920.841	2456.5	inf
51850	1.36601e-06	2.59993e-06	14.6059	0	2	1	-6058.73	0.246709	1	1	0	2587.82	2587.82	inf
51860	2.27513e-06	4.33026e-06	14.6059	0	6	1	-6059.21	-0.107937	1	1	4.33026e-06	inf	2587.82	inf
51870	1.01836e-06	4.33026e-06	5.89615	0	8	0	-6058.6	-nan	1	1	0	inf	2155.99	inf
51880	1.58173e-06	6.72583e-06	5.89615	0	8	0	-6058.45	-nan	1	1	0	inf	1733.26	inf
51890	2.87342e-06	1.22184e-05	5.89615	0	2	0	-6058.69	-0.856795	1	1	0	698.343	1288.16	inf
51900	3.28649e-06	1.39748e-05	5.89615	0	6	1	-6058.46	0.0249335	1	1	1.39748e-05	1148.03	1148.03	inf
51910	3.36092e-06	8.74527e-06	10.3718	0	7	1	-6059.47	-0.378247	1	1	10.3718	2024.06	2024.06	inf
51920	1.85114e-06	4.81674e-06	10.3718	0	6	1	-6058.63	0.207027	1	1	4.81674e-06	inf	1476.77	inf
51930	1.6095e-06	8.22187e-06	4.71335	0	2	1	-6058.7	-0.29492	1	1	0	1185.9	1185.9	inf
51940	1.6095e-06	8.22187e-06	4.71335	0	7	0	-6060.48	-1.04372	1	1	12.0692	1315.31	2447.13	inf
51950	1.6095e-06	8.22187e-06	4.71335	0	7	0	-6065.05	-1.47106	1	1	6.05785	inf	7825.57	inf
51960	5.902e-07	5.81423e-06	1.88498	0	8	0	-6059.35	-nan	1	1	0	inf	2190.88	inf
51970	5.902e-07	5.81423e-06	1.88498	0	8	0	-6059.35	-nan	1	1	0	inf	2190.88	inf
51980	6.54484e-07	6.44751e-06	1.88498	0	2	1	-6062.48	-2.13584	1	1	0	14191.9	14191.9	inf
51990	5.53084e-07	3.15888e-06	4.09306	0	6	1	-6058.42	0.181612	1	1	3.15888e-06	5335.76	5335.76	inf
52000	6.03241e-07	2.43997e-06	6.2581	0	2	0	-6059.83	-0.567116	1	1	0	12340.6	5335.76	inf
52010	8.98234e-07	5.05301e-06	4.17329	0	2	1	-6058.44	0.303551	1	1	0	3782.17	3782.17	inf
52020	5.55901e-07	3.11105e-06	4.20103	0	8	0	-6059.28	-nan	1	1	0	inf	2291.88	inf
52030	4.07642e-07	2.06266e-06	4.7695	0	7	1	-6058.49	1.10018	1	1	4.7695	5953.88	5953.88	inf
52040	9.0782e-07	3.80994e-06	5.98932	0	8	0	-6058.85	-nan	1	1	0	inf	5785.96	inf
52050	6.70398e-07	3.40865e-06	4.74088	0	7	0	-6061.63	-1.75379	1	1	9.89531	inf	8670.31	inf
52060	1.11819e-06	5.47739e-06	4.96509	0	2	1	-6058.41	0.596714	1	1	0	2989.63	2989.63	inf
52070	6.50547e-07	5.47739e-06	2.40295	0	6	0	-6061.12	-2.90655	1	1	2.09981e-06	2123.26	2123.26	inf
52080	9.49747e-07	7.71594e-06	2.53257	0	6	1	-6058.84	0.0770501	1	1	7.71594e-06	4369.53	4369.53	inf
52090	1.07957e-06	7.71594e-06	3.0375	0	2	1	-6058.75	-0.60367	1	1	0	1714.54	1714.54	inf
52100	1.42958e-06	8.47203e-06	3.90258	0	8	0	-6058.59	-nan	1	1	0	inf	1474.57	inf
52110	3.33187e-06	9.58727e-06	9.26798	0	2	1	-6058.54	-0.284058	1	1	0	892.477	892.477	inf
52120	7.34537e-06	9.58727e-06	21.8309	0	8	0	-6060.43	-nan	1	1	0	inf	1144.59	inf
52130	6.52315e-06	1.14379e-05	15.9536	0	8	0	-6058.81	-nan	1	1	0	inf	474.458	inf
52140	4.19427e-06	4.79611e-06	25.0826	0	2	1	-6059.09	1.01844	1	1	0	844.536	844.536	inf
52150	2.24444e-06	2.46673e-06	26.1442	0	8	0	-6059.7	-nan	1	1	0	inf	803.411	inf
52160	1.64196e-06	2.46673e-06	18.8145	0	7	1	-6058.91	-0.084177	1	1	18.8145	2846.84	1901.66	inf
52170	1.79838e-06	2.70171e-06	18.8145	0	2	0	-6060.38	-0.590053	1	1	0	4693.33	1901.66	inf
52180	1.53408e-06	2.30466e-06	18.8145	0	6	1	-6059.82	-0.427396	1	1	2.30466e-06	933.26	933.26	inf
52190	1.53408e-06	2.30466e-06	18.8145	0	6	0	-6061.86	-2.95882	1	1	9.16564e-07	530.119	933.26	inf
52200	1.39839e-06	1.27406e-06	31.7767	0	8	0	-6059.34	-nan	1	1	0	inf	2059.14	inf
52210	1.76392e-06	2.56345e-06	19.4885	0	8	0	-6059.39	-nan	1	1	0	inf	1079.74	inf
52220	3.22069e-06	2.04576e-06	46.0838	0	7	1	-6059.63	0.0412888	1	1	46.0838	474.357	926.736	inf
52230	2.64887e-06	2.04576e-06	37.6956	0	7	0	-6060.55	-0.610231	1	1	54.1666	1928.8	1928.8	inf
52240	1.56067e-06	1.20532e-06	37.6956	0	6	1	-6059.47	0.0581081	1	1	1.20532e-06	2908.64	2908.64	inf
52250	1.61875e-06	1.98922e-06	23.2595	0	8	0	-6059.27	-nan	1	1	0	inf	3252.8	inf
52260	1.68318e-06	1.98922e-06	24.2315	0	8	0	-6059.06	-nan	1	1	0	inf	2217.53	inf
52270	4.19687e-06	3.91406e-06	31.0168	0	7	1	-6059.83	-0.327669	1	1	31.0168	inf	1538.41	inf
52280	2.87668e-06	3.91406e-06	20.8947	0	8	0	-6059.37	-nan	1	1	0	inf	2024.29	inf
52290	2.87668e-06	3.91406e-06	20.8947	0	8	0	-6059.16	-nan	1	1	0	inf	1769.21	inf
52300	1.21254e-06	3.91406e-06	8.13541	0	2	1	-6058.5	-0.278096	1	1	0	2392.38	2392.38	inf
52310	4.86256e-07	1.56963e-06	8.13541	0	6	1	-6058.58	-0.269184	1	1	1.56963e-06	5175.07	5175.07	inf
52320	1.08912e-06	3.51569e-06	8.13541	0	8	0	-6058.98	-nan	1	1	0	inf	5175.07	inf
52330	1.03034e-06	3.47943e-06	7.72527	0	2	1	-6058.66	0.228236	1	1	0	2182.2	2182.2	inf
52340	1.24902e-06	4.84651e-06	6.57265	0	2	0	-6059.69	-0.518075	1	1	0	5778.81	2750.06	inf
52350	1.35968e-06	4.84651e-06	7.2579	0	2	1	-6058.65	0.251496	1	1	0	3420.69	3420.69	inf
52360	9.44551e-07	4.84651e-06	4.68739	0	7	0	-6061.41	-1.24734	1	1	7.63186	inf	7306.18	inf
52370	8.46006e-07	2.92776e-06	7.51032	0	6	1	-6058.51	0.0149962	1	1	2.92776e-06	3182.8	3182.8	inf
52380	1.39925e-06	2.92776e-06	13.1811	0	8	0	-6059.72	-nan	1	1	0	inf	5194.47	inf
52390	3.22365e-06	6.74511e-06	13.1811	0	2	1	-6058.68	0.286901	1	1	0	1102.41	1102.41	inf
52400	4.80039e-06	1.00442e-05	13.1811	0	2	0	-6061.85	-2.11162	1	1	0	2359.62	1102.41	inf
52410	3.80504e-06	1.00442e-05	10.2072	0	2	1	-6058.7	0.200911	1	1	0	1195	1195	inf
52420	9.77019e-07	5.7025e-06	3.98032	0	2	0	-6060.71	-1.89233	1	1	0	652.223	1195	inf
52430	8.72433e-07	4.43719e-06	4.73916	0	7	1	-6058.43	0.99101	1	1	4.73916	inf	3080.34	inf
52440	1.12323e-06	4.49347e-06	6.34024	0	7	1	-6058.46	0.277756	1	1	6.34024	inf	2414.27	inf
52450	1.02546e-06	4.49347e-06	5.68722	0	2	1	-6058.71	-0.491472	1	1	0	1909.44	1909.44	inf
52460	8.02946e-07	4.82904e-06	3.82856	0	6	1	-6058.59	0.14008	1	1	4.82904e-06	inf	2644.12	inf
52470	8.02946e-07	4.82904e-06	3.82856	0	2	0	-6059.96	-1.39019	1	1	0	1106.4	1802.15	inf
52480	6.73685e-07	4.92927e-06	2.94014	0	7	1	-6059.35	-0.583784	1	1	2.94014	871.355	1802.15	inf
52490	1.064e-06	4.41942e-06	6.06369	0	6	1	-6060.1	0.410765	1	1	4.41942e-06	18290.6	7451.39	inf
52500	7.09786e-07	4.41942e-06	3.65845	0	8	0	-6059.04	-nan	1	1	0	inf	7451.39	inf
52510	9.39013e-07	1.00838e-05	1.63325	0	6	1	-6058.96	1.36521	1	1	1.00838e-05	inf	3534.28	inf
52520	8.46883e-07	1.25451e-05	0.864582	0	6	1	-6059.53	-0.0588658	1	1	1.25451e-05	3011.92	3011.92	inf
52530	7.14478e-07	1.25451e-05	0.547848	0	8	0	-6060.12	-nan	1	1	0	inf	2844.32	inf
52540	9.52743e-07	1.45872e-05	0.798754	0	6	0	-6069.16	-6.66448	1	1	3.28107e-05	6371.05	6371.05	inf
52550	8.35557e-07	1.45872e-05	0.557672	0	2	0	-6065.56	-3.19772	1	1	0	11027.2	6371.05	inf
52560	7.27776e-07	1.20123e-05	0.656873	0	2	0	-6064.33	-3.14196	1	1	0	11616.9	5119.56	inf
52570	8.3537e-07	1.20123e-05	0.925669	0	2	0	-6060.12	-1.15531	1	1	0	1282.63	2188.97	inf
52580	1.15404e-06	1.20123e-05	1.72178	0	8	0	-6058.85	-nan	1	1	0	inf	1900.93	inf
52590	1.35602e-06	9.36327e-06	3.18482	0	7	1	-6058.5	0.264935	1	1	3.18482	inf	1900.93	inf
52600	1.21212e-06	8.40817e-06	3.1649	0	6	1	-6058.69	-0.413423	1	1	8.40817e-06	1605.65	1605.65	inf
52610	1.58764e-06	1.1013e-05	3.1649	0	6	1	-6058.89	-1.11576	1	1	1.1013e-05	inf	1026.89	inf
52620	1.44215e-06	1.1013e-05	2.76845	0	8	0	-6059.04	-nan	1	1	0	inf	1026.89	inf
52630	2.1797e-06	1.1013e-05	4.77824	0	8	0	-6060.12	-nan	1	1	0	inf	386.796	inf
52640	4.76051e-06	1.08769e-05	11.9731	0	8	0	-6058.64	-nan	1	1	0	inf	788.497	inf
52650	1.08951e-05	1.18571e-05	26.4135	0	6	1	-6061.16	-0.31011	1	1	1.18571e-05	inf	889.659	inf
52660	7.90301e-06	1.17233e-05	19.069	0	8	0	-6059.76	-nan	1	1	0	inf	889.659	inf
52670	9.2322e-06	7.799e-06	34.3632	0	6	0	-6064.5	-3.26569	1	1	1.46113e-05	inf	889.659	inf
52680	2.39906e-06	4.23222e-06	15.8499	0	2	1	-6059.48	-0.13215	1	1	0	679.265	679.265	inf
52690	1.83948e-06	3.24506e-06	15.8499	0	2	1	-6058.95	0.968722	1	1	0	1341.83	1341.83	inf
52700	3.98527e-06	3.24506e-06	35.6937	0	7	0	-6065.95	-3.95482	1	1	62.9915	4412.01	2482.21	inf
52710	2.70556e-06	2.67653e-06	29.1739	0	6	1	-6059.32	0.00770759	1	1	2.67653e-06	3921.35	1782.35	inf
52720	7.34009e-06	7.39935e-06	28.6081	0	6	1	-6059.34	0.0018943	1	1	7.39935e-06	434.219	676.051	inf
52730	9.32912e-06	7.39935e-06	36.675	0	2	1	-6059.38	0.222024	1	1	0	379.164	379.164	inf
52740	8.27512e-06	1.16496e-05	20.1557	0	8	0	-6058.96	-nan	1	1	0	inf	379.164	inf
52750	3.63998e-06	1.02901e-05	9.45425	0	7	0	-6059.42	-0.217816	1	1	8.48148	408.234	408.234	inf
52760	3.63998e-06	1.02901e-05	9.45425	0	2	1	-6058.7	0.0774123	1	1	0	1278.2	1278.2	inf
52770	4.07389e-06	1.08841e-05	10.0712	0	6	1	-6058.87	-0.0311719	1	1	1.08841e-05	inf	1278.2	inf
52780	3.74181e-06	1.03309e-05	9.70806	0	7	1	-6058.74	0.119168	1	1	9.70806	681.477	1278.2	inf
52790	3.37727e-06	7.83792e-06	11.7695	0	8	0	-6058.65	-nan	1	1	0	inf	895.765	inf
52800	2.40036e-06	4.52621e-06	14.7536	0	8	0	-6058.81	-nan	1	1	0	inf	1801.01	inf
52810	2.05097e-06	4.52621e-06	12.437	0	7	1	-6058.65	-0.019601	1	1	12.437	inf	1801.01	inf
52820	7.75565e-07	1.71157e-06	12.437	0	2	0	-6060.67	-1.09524	1	1	0	1059.38	1500.79	inf
52830	3.03363e-06	6.69481e-06	12.437	0	6	1	-6058.65	-0.109118	1	1	6.69481e-06	inf	1100.56	inf
52840	6.60549e-06	1.45774e-05	12.437	0	2	1	-6059.21	0.0390152	1	1	0	913.361	913.361	inf
52850	3.82085e-06	1.45774e-05	6.70446	0	2	1	-6058.88	0.670938	1	1	0	1406.1	1406.1	inf
52860	3.57119e-06	7.42347e-06	13.2754	0	7	1	-6058.78	0.503681	1	1	13.2754	1250.26	1250.26	inf
52870	9.94824e-06	1.17896e-05	24.1613	0	7	1	-6059.37	-0.0746786	1	1	24.1613	inf	555.631	inf
52880	5.49589e-06	6.51315e-06	24.1613	0	6	1	-6059.17	-0.247072	1	1	6.51315e-06	inf	493.058	inf
52890	1.66331e-05	8.96367e-06	54.5252	0	2	1	-6060.84	0.0719907	1	1	0	478.863	478.863	inf
52900	6.72161e-06	6.74197e-06	28.7578	0	2	1	-6059.36	0.0568159	1	1	0	745.032	745.032	inf
52910	8.368e-06	8.39335e-06	28.7578	0	2	1	-6059.36	0.0622768	1	1	0	599.707	599.707	inf
52920	8.368e-06	8.39335e-06	28.7578	0	8	0	-6059.21	-nan	1	1	0	inf	493.475	inf
52930	1.33242e-05	1.33646e-05	28.7578	0	6	1	-6059.2	-0.0735191	1	1	1.33646e-05	679.497	298.56	inf
52940	2.18666e-05	3.14868e-05	19.6795	0	6	0	-6063.52	-2.91353	1	1	5.90068e-05	342.656	342.656	inf
52950	2.15495e-05	3.14868e-05	19.3772	0	8	0	-6060.07	-nan	1	1	0	inf	358.2	inf
52960	1.28322e-05	3.30516e-05	10.4899	0	6	1	-6058.72	0.00351693	1	1	3.30516e-05	inf	358.2	inf
52970	3.52018e-05	9.06686e-05	10.4899	0	6	0	-6065.21	-4.51369	1	1	0.000190928	inf	222.033	inf
52980	1.17469e-05	6.38183e-05	4.36253	0	8	0	-6058.45	-nan	1	1	0	inf	301.959	inf
52990	7.32953e-06	4.79309e-05	3.42776	0	6	1	-6059.56	-0.778206	1	1	4.79309e-05	147.232	147.232	inf
53000	2.8676e-05	0.000190596	3.3538	0	7	1	-6059.03	0.000627684	1	1	3.3538	inf	178.519	inf
53010	2.16132e-05	0.000143653	3.3538	0	8	0	-6058.59	-nan	1	1	0	inf	178.519	inf
53020	1.67477e-05	0.000111314	3.3538	0	2	0	-6058.7	-0.7989	1	1	0	114.22	255.582	inf
53030	1.5382e-05	0.000111314	2.98562	0	7	1	-6058.55	-0.180728	1	1	2.98562	155.327	155.327	inf
53040	2.36648e-05	0.000111314	5.21864	0	2	0	-6060.42	-1.14876	1	1	0	352.015	155.327	inf
53050	2.68822e-05	4.76144e-05	15.7816	0	6	1	-6058.83	-0.0238074	1	1	4.76144e-05	inf	155.327	inf
53060	5.93302e-05	5.90599e-05	28.9858	0	8	0	-6060.99	-nan	1	1	0	inf	155.327	inf
53070	2.22595e-05	2.21581e-05	28.9858	0	8	0	-6059.22	-nan	1	1	0	inf	181.842	inf
53080	1.10371e-05	2.21581e-05	13.7868	0	7	1	-6058.71	0.517601	1	1	13.7868	295.707	295.707	inf
53090	8.88541e-06	2.02508e-05	12.006	0	6	1	-6058.74	-0.333755	1	1	2.02508e-05	inf	295.707	inf
53100	7.60941e-06	1.73426e-05	12.006	0	2	1	-6059.93	-0.546333	1	1	0	1020.7	1020.7	inf
53110	8.45544e-06	1.92708e-05	12.006	0	6	1	-6059.08	0.530698	1	1	1.92708e-05	411.702	673.634	inf
53120	5.0314e-06	1.75778e-05	7.42857	0	2	1	-6059.74	-0.53575	1	1	0	1465.27	1465.27	inf
53130	2.53648e-06	1.75778e-05	3.16911	0	8	0	-6060.12	-nan	1	1	0	inf	2800.16	inf
53140	2.53648e-06	1.75778e-05	3.16911	0	8	0	-6058.48	-nan	1	1	0	inf	1215.13	inf
53150	4.76878e-06	3.30477e-05	3.16911	0	2	1	-6058.48	0.197023	1	1	0	623.439	623.439	inf
53160	5.29956e-06	3.35174e-05	3.58365	0	7	1	-6058.5	0.124336	1	1	3.58365	669.11	669.11	inf
53170	5.91082e-06	3.73834e-05	3.58365	0	8	0	-6058.56	-nan	1	1	0	inf	651.435	inf
53180	4.37223e-06	3.03653e-05	3.15973	0	7	0	-6060.23	-0.559183	1	1	5.51675	inf	1194.03	inf
53190	2.39293e-06	3.03653e-05	1.20361	0	7	1	-6059.2	-1.61103	1	1	1.20361	820.948	820.948	inf
53200	2.13496e-06	3.03653e-05	0.948667	0	8	0	-6059.6	-nan	1	1	0	inf	736.752	inf
53210	1.25134e-06	1.61949e-05	1.15749	0	2	1	-6059.23	1.15023	1	1	0	2317.05	2317.05	inf
53220	1.31681e-06	1.23782e-05	2.03118	0	7	1	-6058.72	0.189991	1	1	2.03118	inf	2317.05	inf
53230	2.50952e-06	1.93596e-05	2.72876	0	2	1	-6059.21	0.209376	1	1	0	2062.21	2062.21	inf
53240	2.50952e-06	1.93596e-05	2.72876	0	2	1	-6058.57	-0.19717	1	1	0	970.668	970.668	inf
53250	6.7933e-06	5.24067e-05	2.72876	0	2	0	-6058.54	-0.183763	1	1	0	395.946	500.516	inf
53260	1.30333e-05	5.24067e-05	6.30198	0	2	1	-6058.46	0.70904	1	1	0	288.752	288.752	inf
53270	1.08245e-05	4.64661e-05	5.82962	0	8	0	-6058.43	-nan	1	1	0	inf	264.807	inf
53280	8.27827e-06	3.55359e-05	5.82962	0	7	0	-6059.92	-0.565699	1	1	14.9192	inf	400.122	inf
53290	7.17842e-06	3.08146e-05	5.82962	0	7	0	-6066.87	-5.67514	1	1	15.4177	inf	1130.03	inf
53300	4.77063e-06	3.08146e-05	3.48472	0	7	1	-6058.52	-0.124871	1	1	3.48472	1634.57	761.464	inf
53310	3.34466e-06	4.04582e-05	1.3196	0	8	0	-6060.18	-nan	1	1	0	inf	1584.32	inf
53320	1.59413e-06	7.87176e-06	4.91605	0	6	1	-6058.47	-0.397066	1	1	7.87176e-06	inf	1584.32	inf
53330	4.37114e-06	1.42304e-05	8.05675	0	2	1	-6059.41	0.290696	1	1	0	1529.5	1529.5	inf
53340	3.06589e-06	1.13432e-05	6.94985	0	8	0	-6058.95	-nan	1	1	0	inf	1814.64	inf
53350	3.93679e-06	1.45654e-05	6.94985	0	6	0	-6059	-1.35395	1	1	6.40643e-06	951.278	951.278	inf
53360	3.5745e-06	1.3225e-05	6.94985	0	7	0	-6058.95	-0.0192987	1	1	11.3029	inf	979.182	inf
53370	4.87738e-06	2.03974e-05	6.01458	0	6	1	-6058.44	0.54846	1	1	2.03974e-05	735.356	735.356	inf
53380	3.38987e-06	1.28113e-05	6.7793	0	8	0	-6058.44	-nan	1	1	0	inf	1038.53	inf
53390	2.69856e-06	2.06307e-05	2.76407	0	2	0	-6059.46	-1.82845	1	1	0	423.383	1038.53	inf
53400	9.38485e-06	6.86817e-05	2.93932	0	8	0	-6059.66	-nan	1	1	0	inf	657.729	inf
53410	4.12557e-06	3.14446e-05	2.77601	0	7	1	-6058.53	-0.0825345	1	1	2.77601	657.825	657.825	inf
53420	2.45161e-06	2.81647e-05	1.45092	0	7	1	-6059.19	-0.495239	1	1	1.45092	inf	1482.2	inf
53430	2.2764e-06	3.98834e-05	0.551555	0	2	0	-6060.15	-0.273864	1	1	0	799.287	1026.2	inf
53440	4.15138e-06	7.27624e-05	0.55088	0	7	1	-6060.14	-0.00291212	1	1	0.55088	581.493	581.493	inf
53450	3.0222e-06	4.36325e-05	0.917328	0	6	1	-6059.63	0.0195081	1	1	4.36325e-05	2687.16	1071.82	inf
53460	1.99254e-06	2.53057e-05	1.20163	0	6	0	-6060.36	-2.13612	1	1	9.92081e-06	inf	1071.82	inf
53470	2.17906e-06	2.53057e-05	1.42282	0	2	0	-6065.18	-4.14922	1	1	0	5325.19	2614.86	inf
53480	6.56499e-07	7.62403e-06	1.42282	0	6	1	-6059.17	0.0712866	1	1	7.62403e-06	2592.24	2592.24	inf
53490	1.35206e-06	1.31748e-05	1.91845	0	8	0	-6059.06	-nan	1	1	0	inf	3020.44	inf
53500	1.95669e-06	1.18186e-05	3.8071	0	8	0	-6059.3	-nan	1	1	0	inf	3011.03	inf
53510	3.07399e-06	1.35734e-05	5.63507	0	8	0	-6059.24	-nan	1	1	0	inf	2011.96	inf
53520	2.07647e-06	1.65383e-05	2.60659	0	2	1	-6058.78	-0.523656	1	1	0	887.517	887.517	inf
53530	2.07647e-06	1.65383e-05	2.60659	0	2	0	-6059.07	-0.88646	1	1	0	705.535	1091.7	inf
53540	2.10435e-06	1.17842e-05	4.19765	0	2	1	-6058.42	-0.131169	1	1	0	1429.62	1429.62	inf
53550	2.66782e-06	2.91545e-05	1.58478	0	7	0	-6060.03	-0.254842	1	1	1.16124	inf	2093.74	inf
53560	1.74587e-06	1.34761e-05	2.72655	0	7	1	-6059.6	0.259011	1	1	2.72655	inf	3395.27	inf
53570	1.63626e-06	1.34761e-05	2.48247	0	2	0	-6059.13	-0.116294	1	1	0	2951.9	1982.13	inf
53580	1.35379e-06	1.11497e-05	2.48247	0	6	0	-6059.6	-0.226811	1	1	1.26406e-05	inf	3746.49	inf
53590	2.44241e-06	1.11497e-05	5.41255	0	7	1	-6059.26	0.17872	1	1	5.41255	inf	2537.99	inf
53600	7.96593e-07	6.36406e-06	2.59504	0	7	0	-6058.82	-0.246607	1	1	2.28846	inf	2537.99	inf
53610	7.56718e-07	6.04549e-06	2.59504	0	6	1	-6059.33	-0.0463714	1	1	6.04549e-06	7034.85	7034.85	inf
53620	5.40112e-07	3.20192e-06	3.90085	0	8	0	-6058.51	-nan	1	1	0	inf	7034.85	inf
53630	7.38212e-07	2.28509e-06	8.53351	0	2	0	-6060.21	-0.815782	1	1	0	11273.3	7780.69	inf
53640	7.43597e-07	2.30176e-06	8.53351	0	8	0	-6059.46	-nan	1	1	0	inf	9157.42	inf
53650	1.95234e-07	1.00825e-06	4.64967	0	8	0	-6058.41	-nan	1	1	0	inf	16092.5	inf
53660	4.58507e-07	1.71871e-06	6.84454	0	2	1	-6059.01	1.23173	1	1	0	12500.5	12500.5	inf
53670	3.66339e-07	1.37321e-06	6.84454	0	8	0	-6058.46	-nan	1	1	0	inf	7778.9	inf
53680	1.91217e-07	1.56786e-06	2.49872	0	2	1	-6058.65	-0.0536582	1	1	0	11552.7	11552.7	inf
53690	4.592e-07	3.76514e-06	2.49872	0	7	0	-6059.21	-1.30946	1	1	1.12535	inf	7960.69	inf
53700	1.0461e-06	8.57737e-06	2.49872	0	8	0	-6061.24	-nan	1	1	0	inf	7960.69	inf
53710	1.0461e-06	8.57737e-06	2.49872	0	2	1	-6058.7	0.0124827	1	1	0	3506.92	3506.92	inf
53720	1.75384e-06	8.57737e-06	4.97487	0	2	1	-6058.4	-0.1534	1	1	0	1766.22	1766.22	inf
53730	2.28826e-06	8.57737e-06	6.84465	0	2	1	-6058.88	-1.19378	1	1	0	781.048	781.048	inf
53740	5.94365e-06	1.85475e-05	8.45547	0	2	0	-6059.52	-0.446922	1	1	0	1167.51	781.048	inf
53750	5.94365e-06	1.85475e-05	8.45547	0	2	1	-6058.5	1.46227	1	1	0	615.371	615.371	inf
53760	4.81741e-06	1.85475e-05	6.63323	0	2	1	-6058.44	-0.176547	1	1	0	636.882	636.882	inf
53770	5.47258e-06	1.50631e-05	9.74156	0	6	0	-6060.83	-1.02874	1	1	2.10011e-05	1244.82	1244.82	inf
53780	5.47258e-06	1.50631e-05	9.74156	0	8	0	-6060.13	-nan	1	1	0	inf	1496.15	inf
53790	2.24454e-06	6.77835e-06	8.77592	0	8	0	-6058.86	-nan	1	1	0	inf	879.367	inf
53800	4.15117e-06	1.06083e-05	10.5819	0	7	1	-6058.64	0.0526023	1	1	10.5819	inf	1011.52	inf
53810	5.85998e-06	1.19817e-05	13.5158	0	6	1	-6058.88	0.023669	1	1	1.19817e-05	831.695	831.695	inf
53820	6.45657e-06	1.19817e-05	15.01	0	8	0	-6058.8	-nan	1	1	0	inf	645.608	inf
53830	5.49654e-06	2.95394e-05	4.42277	0	2	1	-6059.18	-0.249232	1	1	0	1060.71	1060.71	inf
53840	2.15507e-06	2.95394e-05	1.02809	0	2	1	-6059.58	-0.870106	1	1	0	691.785	691.785	inf
53850	1.96839e-06	2.95394e-05	0.838436	0	6	0	-6059.99	-0.201413	1	1	2.70403e-05	inf	691.785	inf
53860	3.15608e-06	2.86073e-05	2.14951	0	2	0	-6060.64	-2.5725	1	1	0	207.096	517.236	inf
53870	8.02706e-06	2.86073e-05	7.25927	0	8	0	-6058.87	-nan	1	1	0	inf	664.981	inf
53880	6.25216e-06	3.87605e-05	3.67934	0	8	0	-6058.63	-nan	1	1	0	inf	664.981	inf
53890	5.34777e-06	2.8988e-05	4.37496	0	8	0	-6058.61	-nan	1	1	0	inf	804.731	inf
53900	1.00096e-05	5.42579e-05	4.37496	0	6	1	-6059.5	-0.438412	1	1	5.42579e-05	inf	646.468	inf
53910	9.74124e-06	5.42579e-05	4.22653	0	7	1	-6059.54	-0.373609	1	1	4.22653	113.727	113.727	inf
53920	3.75075e-05	0.000208913	4.22653	0	6	1	-6058.66	0.822632	1	1	0.000208913	inf	117.572	inf
